Platform,Post_Type,Post_Content,Post_Timestamp,Likes,Comments,Shares,Impressions,Reach,Engagement_Rate,Audience_Age,Audience_Gender,Audience_Location,Sentiment,Post_Day,Content_Length
LinkedIn,Video,Girl fire leg particular trouble game party industry.,2023-09-14 22:00:01,430,238,68,3142,2131,34.54,48,Other,Nepal,Positive,Thursday,53
Twitter,Image,Quite TV first box.,2023-09-14 21:40:11,547,305,36,3751,3909,22.72,18,Female,Gabon,Positive,Thursday,19
Facebook,Image,Weight girl level everyone response speak.,2023-09-14 21:31:01,390,77,2,1677,532,88.16,24,Male,Puerto Rico,Neutral,Thursday,42
Facebook,Image,Make capital present through ability.,2023-09-14 21:24:16,175,436,71,2582,3450,19.77,39,Male,Albania,Neutral,Thursday,37
Twitter,Link,Writer attack offer similar wife money mouth.,2023-09-14 20:05:13,750,254,130,7844,1860,60.97,26,Male,United States Virgin Islands,Neutral,Thursday,45
Instagram,Video,Rise question than group least tend more.,2023-09-14 19:11:51,847,498,167,5052,4927,30.69,65,Other,Saint Martin,Positive,Thursday,41
Twitter,Image,Though picture mind nothing wrong play.,2023-09-14 19:10:05,904,116,164,3393,1787,66.26,34,Female,San Marino,Positive,Thursday,39
Twitter,Link,Discussion spend surface fine condition company.,2023-09-14 18:53:25,704,296,187,5556,4035,29.42,37,Female,Colombia,Neutral,Thursday,48
Twitter,Video,Leg even painting difference former move save policy.,2023-09-14 18:46:42,89,88,62,8162,1768,13.52,23,Male,Guam,Positive,Thursday,53
Instagram,Image,Both owner figure stock leg.,2023-09-14 18:13:58,397,37,16,4309,4728,9.52,26,Other,Hong Kong,Positive,Thursday,28
LinkedIn,Video,Peace decide chance yard.,2023-09-14 17:57:03,128,482,68,9767,2585,26.23,30,Female,Vietnam,Neutral,Thursday,25
LinkedIn,Link,Hope consider over from.,2023-09-14 17:18:55,414,111,95,2632,3510,17.66,56,Other,Belarus,Neutral,Thursday,24
Twitter,Link,War determine rich world decide.,2023-09-14 17:03:30,104,400,97,9163,3738,16.08,51,Female,Guyana,Negative,Thursday,32
LinkedIn,Video,Shake arrive open plant specific their.,2023-09-14 16:14:50,134,88,68,5752,2717,10.67,40,Other,Mexico,Positive,Thursday,39
Twitter,Video,Everybody chance medical deal step within appear.,2023-09-14 15:40:16,287,442,193,7824,4769,19.33,19,Female,Guernsey,Neutral,Thursday,49
Twitter,Image,Several treat nature factor since measure.,2023-09-14 15:21:56,797,117,107,7034,3564,28.65,42,Female,Cape Verde,Neutral,Thursday,42
Facebook,Link,Alone sure school both base.,2023-09-14 14:41:47,81,276,76,6720,983,44.05,23,Female,Macao,Negative,Thursday,28
Twitter,Video,Raise shake effort democratic.,2023-09-14 12:46:48,714,50,137,1877,3704,24.33,45,Other,Sierra Leone,Negative,Thursday,30
LinkedIn,Image,Language recognize event even thought source.,2023-09-14 12:46:24,195,271,31,2099,2939,16.91,31,Male,Saint Barthelemy,Negative,Thursday,45
LinkedIn,Video,Think many require born represent especially.,2023-09-14 12:23:01,811,414,91,3869,4056,32.45,29,Other,Saint Lucia,Neutral,Thursday,45
Facebook,Image,Debate main live sport manage father big.,2023-09-14 11:56:22,476,190,110,2871,1698,45.7,23,Female,Bahrain,Neutral,Thursday,41
Twitter,Link,Far campaign unit.,2023-09-14 11:32:15,126,37,60,4784,1876,11.89,61,Female,Armenia,Positive,Thursday,18
Instagram,Image,Executive serious able artist fly until.,2023-09-14 11:20:03,960,17,186,6720,4331,26.85,59,Male,Cambodia,Negative,Thursday,40
Instagram,Video,Decide bag expect road success prove challenge.,2023-09-14 10:43:20,713,25,6,7268,3628,20.51,34,Male,Iceland,Positive,Thursday,47
Instagram,Image,Interview choice I edge.,2023-09-14 10:43:18,249,249,116,6276,1358,45.21,53,Female,Israel,Neutral,Thursday,24
Instagram,Link,Fly move on identify name often blood.,2023-09-14 09:39:47,203,208,73,8543,3110,15.56,48,Other,Saint Vincent and the Grenadines,Negative,Thursday,38
Facebook,Image,Then us enough executive skill while floor company.,2023-09-14 09:35:55,322,82,49,4473,1443,31.39,40,Male,Solomon Islands,Positive,Thursday,51
LinkedIn,Image,Who simply yet garden research only situation.,2023-09-14 09:31:13,532,334,162,7290,4982,20.63,46,Male,Luxembourg,Neutral,Thursday,46
LinkedIn,Image,Would role produce statement herself daughter.,2023-09-14 08:18:52,365,142,115,7989,4981,12.49,38,Male,Austria,Negative,Thursday,46
Twitter,Link,Whose kid we pressure.,2023-09-14 07:48:32,333,300,108,6930,2228,33.26,63,Female,Ghana,Neutral,Thursday,22
Facebook,Video,Step garden recognize cell money guy.,2023-09-14 07:44:36,935,164,3,9280,1476,74.66,31,Other,Russian Federation,Neutral,Thursday,37
LinkedIn,Image,Half way way.,2023-09-14 06:36:14,18,177,136,7619,4346,7.62,48,Other,Portugal,Neutral,Thursday,13
LinkedIn,Image,Across into free.,2023-09-14 05:56:14,731,90,54,8635,4367,20.04,54,Female,Zimbabwe,Negative,Thursday,17
Twitter,Video,Let after try model land score data.,2023-09-14 05:53:33,679,437,69,7488,1259,94.12,25,Female,Tokelau,Positive,Thursday,36
Facebook,Image,Against fill effort generation strong year onto.,2023-09-14 03:56:12,299,68,139,2998,2484,20.37,42,Male,Nauru,Positive,Thursday,48
LinkedIn,Link,Book hundred force test toward.,2023-09-14 03:47:37,672,143,166,1350,1660,59.1,31,Male,Austria,Neutral,Thursday,31
Twitter,Image,Task treatment positive government out may real.,2023-09-14 03:05:34,431,472,8,5853,4613,19.75,44,Female,Latvia,Negative,Thursday,48
Facebook,Video,Story which medical media something never game.,2023-09-14 02:52:40,832,180,184,1953,2495,47.94,36,Other,Guyana,Positive,Thursday,47
LinkedIn,Image,Music window debate body travel follow story foreign.,2023-09-14 02:49:45,836,109,167,9027,2338,47.56,64,Male,Gabon,Negative,Thursday,53
LinkedIn,Video,Attack fire south matter.,2023-09-14 00:21:57,307,103,81,2798,4066,12.08,54,Other,South Georgia and the South Sandwich Islands,Neutral,Thursday,25
LinkedIn,Video,Team you public market director time choose whole.,2023-09-14 00:17:24,97,159,198,2857,3470,13.08,19,Other,Malta,Negative,Thursday,50
Facebook,Link,Hotel western make in thing thousand stage.,2023-09-13 23:35:23,105,101,167,7695,1351,27.61,52,Female,Latvia,Neutral,Wednesday,43
Instagram,Image,Choose know approach charge send.,2023-09-13 22:41:11,638,128,37,2456,3528,22.76,64,Male,Burundi,Negative,Wednesday,33
Facebook,Video,Itself age thus maybe claim.,2023-09-13 22:15:56,313,378,149,9640,2521,33.32,64,Female,Pitcairn Islands,Positive,Wednesday,28
Twitter,Link,Piece factor those alone specific matter mention.,2023-09-13 22:08:24,27,187,59,6814,4385,6.23,18,Female,French Polynesia,Negative,Wednesday,49
Instagram,Link,Candidate far by by senior else.,2023-09-13 21:55:52,223,265,13,9572,3563,14.06,60,Female,Sierra Leone,Neutral,Wednesday,32
Facebook,Image,Art painting respond.,2023-09-13 21:47:46,812,468,152,8250,3149,45.47,19,Male,Trinidad and Tobago,Negative,Wednesday,21
LinkedIn,Link,Too body receive prepare loss.,2023-09-13 20:42:25,450,428,157,1401,1486,69.65,63,Male,Guinea-Bissau,Positive,Wednesday,30
Instagram,Link,Building return white.,2023-09-13 20:26:13,149,204,122,3076,2064,23.01,36,Male,Angola,Neutral,Wednesday,22
LinkedIn,Link,Send much Republican financial financial manager.,2023-09-13 20:09:55,713,159,91,3719,1388,69.38,53,Other,Lebanon,Positive,Wednesday,49
Instagram,Image,Agreement thank low benefit visit matter.,2023-09-13 19:37:25,349,88,109,1177,1866,29.26,64,Other,Madagascar,Negative,Wednesday,41
Twitter,Video,Despite ever family sea.,2023-09-13 19:30:41,163,153,91,6418,4030,10.1,27,Female,Grenada,Negative,Wednesday,24
LinkedIn,Video,Friend grow make ten.,2023-09-13 18:50:28,280,333,58,9499,1146,58.55,53,Female,Macao,Negative,Wednesday,21
Facebook,Video,Bag mention subject buy.,2023-09-13 18:17:49,334,84,59,8941,1664,28.67,51,Female,Brunei Darussalam,Negative,Wednesday,24
Instagram,Link,During what expert sense most then.,2023-09-13 17:17:41,235,119,194,6710,1037,52.84,19,Other,Netherlands,Neutral,Wednesday,35
Instagram,Link,Wife choice argue guy what.,2023-09-13 16:28:26,498,38,64,8237,870,68.97,49,Female,Haiti,Neutral,Wednesday,27
LinkedIn,Image,Try take color.,2023-09-13 15:48:21,782,407,110,6726,3020,43.01,60,Female,Christmas Island,Negative,Wednesday,15
Twitter,Video,Star pretty place age make much.,2023-09-13 14:04:13,913,400,75,8661,1847,75.15,58,Male,Paraguay,Neutral,Wednesday,32
Facebook,Image,Color building clear.,2023-09-13 13:30:50,510,131,41,2408,3799,17.95,58,Female,Kenya,Negative,Wednesday,21
Instagram,Link,Although future voice right environmental change.,2023-09-13 13:24:33,847,168,8,8410,1190,85.97,40,Other,Indonesia,Positive,Wednesday,49
Instagram,Image,Boy anyone information our world in language.,2023-09-13 13:05:20,551,39,19,8464,4062,14.99,47,Male,Somalia,Neutral,Wednesday,45
Facebook,Image,Full contain end arrive.,2023-09-13 12:03:46,534,361,7,8252,2520,35.79,52,Female,Cameroon,Neutral,Wednesday,24
Facebook,Video,Law agency walk finally science meeting.,2023-09-13 11:50:04,210,447,167,6715,2088,39.46,36,Male,Australia,Negative,Wednesday,40
Twitter,Link,Spend entire floor various simple right positive accept.,2023-09-13 11:36:02,522,109,101,8092,1185,61.77,32,Male,Maldives,Positive,Wednesday,56
LinkedIn,Link,Blood everything determine white wish conference.,2023-09-13 11:35:09,322,220,9,9942,4702,11.72,55,Female,Palau,Neutral,Wednesday,49
Twitter,Video,Radio explain you yeah respond.,2023-09-13 10:34:08,28,332,160,1580,1972,26.37,58,Male,Turkmenistan,Negative,Wednesday,31
Instagram,Video,Nor stand southern toward day hotel.,2023-09-13 10:24:50,116,446,167,4749,2829,25.77,28,Female,Svalbard & Jan Mayen Islands,Negative,Wednesday,36
Twitter,Link,Form stage type sign leader.,2023-09-13 08:19:39,665,188,151,6244,3752,26.76,64,Other,Egypt,Positive,Wednesday,28
Facebook,Link,Nor staff her side sit we everyone man.,2023-09-13 07:48:21,821,236,68,3687,4083,27.55,18,Male,Mali,Negative,Wednesday,39
Twitter,Video,Amount man everybody personal break.,2023-09-13 06:17:19,986,149,158,6409,4411,29.31,20,Other,Lithuania,Neutral,Wednesday,36
Instagram,Image,Maybe certainly fall sell.,2023-09-13 06:10:28,358,442,35,9555,1659,50.33,19,Other,Rwanda,Positive,Wednesday,26
Twitter,Link,Prepare explain week call two herself each.,2023-09-13 05:44:53,768,283,91,4147,4532,25.2,45,Male,Montserrat,Negative,Wednesday,43
Instagram,Video,Most public interest only man.,2023-09-13 05:22:59,227,29,183,8775,1113,39.44,25,Male,Marshall Islands,Positive,Wednesday,30
Instagram,Image,Affect past economy high husband choice senior.,2023-09-13 04:21:56,188,220,29,9805,1857,23.53,64,Female,Cape Verde,Negative,Wednesday,47
Twitter,Image,She city picture live she.,2023-09-13 04:21:52,0,444,146,3703,3078,19.17,63,Male,Indonesia,Neutral,Wednesday,26
Facebook,Video,Certainly leader program board add I.,2023-09-13 03:41:14,854,11,12,3659,3289,26.66,23,Female,Albania,Neutral,Wednesday,37
Facebook,Image,Interesting store character pretty.,2023-09-13 03:31:19,78,325,180,1763,1059,55.05,61,Other,Austria,Neutral,Wednesday,35
Instagram,Link,Follow after when even city system population.,2023-09-13 03:22:25,321,422,29,6713,1769,43.64,19,Female,Austria,Positive,Wednesday,46
LinkedIn,Image,Character happy other.,2023-09-13 03:17:51,373,26,76,1036,560,84.82,23,Male,Germany,Positive,Wednesday,22
LinkedIn,Link,Rise federal more set risk state.,2023-09-13 02:58:19,89,253,53,7342,4670,8.46,57,Male,Colombia,Negative,Wednesday,33
Instagram,Image,Perhaps education answer health.,2023-09-13 02:27:13,371,456,44,2682,3829,22.75,23,Female,Guam,Neutral,Wednesday,32
Facebook,Image,Former look successful them they support maintain.,2023-09-13 01:32:10,499,440,44,8750,3035,32.39,53,Male,Lesotho,Neutral,Wednesday,50
Instagram,Link,Another smile world.,2023-09-13 01:22:53,670,239,1,4543,2823,32.24,47,Female,Martinique,Positive,Wednesday,20
Instagram,Image,Middle instead order most develop.,2023-09-12 23:44:34,611,331,13,1966,4477,21.33,59,Female,United States Minor Outlying Islands,Positive,Tuesday,34
Twitter,Video,Opportunity each blue my country yet understand.,2023-09-12 23:31:59,180,474,11,1449,2945,22.58,62,Female,Chile,Neutral,Tuesday,48
Facebook,Video,Keep east budget likely herself believe gun.,2023-09-12 22:22:28,367,270,187,9609,948,86.92,53,Male,Libyan Arab Jamahiriya,Positive,Tuesday,44
Twitter,Link,Detail her worry when.,2023-09-12 21:34:17,195,426,40,6476,1660,39.82,61,Male,Algeria,Positive,Tuesday,22
Twitter,Video,Yard fact discover social sense letter college.,2023-09-12 20:11:56,218,215,38,5743,2750,17.13,38,Female,Mali,Positive,Tuesday,47
Facebook,Link,Head first music family.,2023-09-12 20:10:59,963,153,173,1228,4703,27.41,64,Male,Niger,Negative,Tuesday,24
Instagram,Image,Rich so stock job light over.,2023-09-12 19:54:55,923,314,115,5215,2537,53.29,44,Other,Ethiopia,Negative,Tuesday,29
Facebook,Link,Put after threat poor understand total summer into.,2023-09-12 18:53:21,238,67,81,9621,4470,8.64,52,Other,North Macedonia,Negative,Tuesday,51
Facebook,Image,Keep civil him she buy.,2023-09-12 18:53:00,677,111,156,4510,3553,26.57,29,Female,Bulgaria,Positive,Tuesday,23
Instagram,Video,Along movie important amount knowledge see ago.,2023-09-12 18:07:11,292,239,128,8030,2442,26.99,43,Female,Luxembourg,Negative,Tuesday,47
Twitter,Video,Commercial local more.,2023-09-12 17:30:05,993,217,44,9840,3524,35.58,21,Female,Hong Kong,Neutral,Tuesday,22
Twitter,Image,Factor gas although individual window.,2023-09-12 16:37:33,304,215,41,4640,1036,54.05,43,Male,Comoros,Negative,Tuesday,38
LinkedIn,Image,Cost believe myself point seat light house.,2023-09-12 16:29:54,162,2,197,6169,2950,12.24,31,Male,Kuwait,Positive,Tuesday,43
Facebook,Image,Road meeting the include imagine.,2023-09-12 16:24:19,488,471,89,5995,4350,24.09,26,Male,Congo,Neutral,Tuesday,33
Instagram,Link,Upon she center often near magazine.,2023-09-12 14:45:24,275,111,192,7648,1349,42.85,23,Other,Ireland,Positive,Tuesday,36
Facebook,Video,Model best fire task main.,2023-09-12 14:12:34,928,353,86,5027,1636,83.56,43,Other,Tunisia,Neutral,Tuesday,26
Facebook,Video,Learn political able threat late community lay.,2023-09-12 12:59:43,655,392,164,7609,3321,36.46,44,Female,Somalia,Negative,Tuesday,47
Instagram,Image,Even address shoulder.,2023-09-12 12:18:49,857,56,8,9006,4488,20.52,31,Other,Cyprus,Positive,Tuesday,22
Twitter,Link,My follow debate mean wait worry save example.,2023-09-12 12:06:41,833,362,111,6006,3783,34.52,28,Male,Sri Lanka,Positive,Tuesday,46
Instagram,Link,Relate compare really walk fine these long.,2023-09-12 12:03:07,203,117,16,8220,4343,7.74,35,Other,Niger,Positive,Tuesday,43
Facebook,Video,Near start management alone involve defense land real.,2023-09-12 11:11:03,12,281,177,9669,948,49.58,36,Other,Sri Lanka,Neutral,Tuesday,54
Instagram,Video,Tax will from small look fund part economic.,2023-09-12 10:25:58,508,477,149,3547,4305,26.34,39,Female,Paraguay,Neutral,Tuesday,44
Instagram,Link,Reason age field idea.,2023-09-12 09:56:21,913,423,63,4074,4382,31.93,38,Male,Namibia,Positive,Tuesday,22
Twitter,Image,Simply do difficult world before.,2023-09-12 08:55:40,76,362,146,3150,3772,15.48,29,Female,Saint Barthelemy,Positive,Tuesday,33
LinkedIn,Link,Human paper past yes exactly method.,2023-09-12 08:43:44,450,269,13,2048,1003,72.98,38,Female,Zimbabwe,Negative,Tuesday,36
Facebook,Image,Mention according scene.,2023-09-12 08:36:56,909,453,128,7080,2616,56.96,51,Other,Zimbabwe,Positive,Tuesday,24
Twitter,Video,Close quality movie.,2023-09-12 07:30:08,622,146,172,4327,1707,55.07,60,Female,Uruguay,Positive,Tuesday,20
Instagram,Video,Yes describe generation speech.,2023-09-12 07:17:22,749,34,1,7240,3420,22.92,40,Male,India,Neutral,Tuesday,31
LinkedIn,Video,Part data area occur.,2023-09-12 07:03:55,555,221,177,8283,2357,40.43,45,Male,Uruguay,Positive,Tuesday,21
LinkedIn,Video,Indicate garden economy course ground short hand.,2023-09-12 06:42:16,375,246,13,7597,821,77.22,43,Male,Tokelau,Positive,Tuesday,49
Twitter,Video,Others address response.,2023-09-12 06:16:50,441,155,131,5341,1591,45.69,61,Female,South Georgia and the South Sandwich Islands,Negative,Tuesday,24
LinkedIn,Link,Team while marriage push authority.,2023-09-12 06:16:15,414,93,8,1478,1336,38.55,40,Female,Peru,Negative,Tuesday,35
LinkedIn,Video,Red ready interesting open quite.,2023-09-12 05:54:03,401,253,143,7992,1388,57.42,59,Other,Israel,Neutral,Tuesday,33
LinkedIn,Image,Water new unit.,2023-09-12 05:47:02,381,26,16,7729,4461,9.48,49,Female,Saint Barthelemy,Positive,Tuesday,15
Instagram,Link,Environmental specific not both value quality large.,2023-09-12 05:45:42,888,297,75,7028,3398,37.08,21,Female,Isle of Man,Neutral,Tuesday,52
LinkedIn,Link,Outside cost major.,2023-09-12 05:29:16,36,15,150,7468,3319,6.06,63,Other,Papua New Guinea,Neutral,Tuesday,19
Instagram,Video,Nearly would which explain season imagine part.,2023-09-12 04:47:28,574,419,24,7786,4284,23.74,64,Female,Serbia,Neutral,Tuesday,47
Facebook,Link,Ask decision attorney support city culture.,2023-09-12 03:50:57,440,110,104,9633,1161,56.33,34,Female,Belize,Positive,Tuesday,43
Instagram,Link,Guess skill down.,2023-09-12 03:44:10,720,32,94,9024,2400,35.25,65,Other,Cape Verde,Positive,Tuesday,17
Facebook,Video,Off west ok learn.,2023-09-12 02:28:22,614,391,87,8898,2176,50.18,57,Male,Algeria,Positive,Tuesday,18
LinkedIn,Video,Enjoy structure ahead manager three majority.,2023-09-12 01:23:06,928,409,79,4345,4767,29.7,41,Male,Maldives,Neutral,Tuesday,45
LinkedIn,Image,Red interest anything particular argue improve.,2023-09-11 23:59:01,358,130,101,6644,2285,25.78,48,Female,Qatar,Negative,Monday,47
Facebook,Image,Nearly through difficult main production none public simply.,2023-09-11 23:53:50,620,132,182,6707,4169,22.4,34,Female,Libyan Arab Jamahiriya,Positive,Monday,60
Facebook,Video,Leave picture example forward expect personal model.,2023-09-11 22:21:00,734,263,37,8239,2594,39.86,30,Male,Uganda,Neutral,Monday,52
LinkedIn,Image,Theory across material.,2023-09-11 21:10:25,154,253,188,1849,4379,13.59,31,Female,Honduras,Negative,Monday,23
Twitter,Link,Evidence face again nearly less after.,2023-09-11 20:48:00,88,290,183,5613,3564,15.74,33,Female,Anguilla,Positive,Monday,38
Facebook,Image,As edge against run what any laugh.,2023-09-11 20:36:31,297,261,199,2377,4877,15.52,36,Other,Iran,Neutral,Monday,35
